USPS,FIPS,ANSICODE,NAME,ALAND,AWATER,ALAND_SQMI,AWATER_SQMI,INTPTLAT,INTPTLONG                                                                                                    
NE,31159,835901,Seward County,1479990428,11547843,571.428,4.459,40.871944,-97.140383
NE,31161,835902,Sheridan County,6321803579,74941796,2440.862,28.935,42.507074,-102.389698
NE,31163,835903,Sherman County,1465488702,15062176,565.828,5.816,41.218743,-98.972849
NE,31165,835904,Sioux County,5352832471,1872668,2066.74,0.723,42.483806,-103.742605
NE,31167,835905,Stanton County,1108381561,7908749,427.949,3.054,41.904792,-97.174724
NE,31169,835906,Thayer County,1486153333,3025346,573.807,1.168,40.173845,-97.596263
NE,31171,835907,Thomas County,1847272741,2028358,713.236,0.783,41.84862,-100.506911
NE,31173,835908,Thurston County,1019377309,6458637,393.584,2.494,42.154061,-96.533943
NE,31175,835909,Valley County,1471237329,6242700,568.048,2.41,41.564094,-98.983484
NE,31177,835910,Washington County,1009986004,8387694,389.958,3.239,41.533979,-96.224574
NE,31179,835911,Wayne County,1147143891,1087727,442.915,0.42,42.210746,-97.126243
NE,31181,835912,Webster County,1489018081,337241,574.913,0.13,40.180646,-98.49859
NE,31183,835913,Wheeler County,1489715284,1059454,575.182,0.409,41.937859,-98.522289
NE,31185,835914,York County,1482793088,8596028,572.51,3.319,40.873056,-97.596742
NV,32001,858638,Churchill County,12769826211,242422024,4930.458,93.6,39.525701,-118.270419
NV,32003,863600,Clark County,20438710673,438695269,7891.431,169.381,36.214236,-115.013819
NV,32005,858643,Douglas County,1838164305,72317550,709.719,27.922,38.905129,-119.609019
NV,32007,857664,Elko County,44469662857,85758966,17169.834,33.112,41.141133,-115.351424
NV,32009,858641,Esmeralda County,9277017113,18552056,3581.876,7.163,37.778966,-117.632382
NV,32011,858640,Eureka County,10814970882,11082875,4175.684,4.279,39.977788,-116.272208
NV,32013,863310,Humboldt County,24969444419,44197034,9640.757,17.065,41.407914,-118.127591
NV,32015,863368,Lander County,14219305794,76103225,5490.105,29.384,39.90021,-117.04724
NV,32017,863992,Lincoln County,27539866410,9802762,10633.202,3.785,37.634605,-114.863037
NV,32019,858645,Lyon County,5183049296,59602504,2001.187,23.013,39.022214,-119.197417
NV,32021,858644,Mineral County,9719820866,155746727,3752.844,60.134,38.516647,-118.416279
NV,32023,863599,Nye County,47090965923,43209307,18181.924,16.683,37.966379,-116.459047
NV,32027,858646,Pershing County,15634626982,79934443,6036.563,30.863,40.439639,-118.409477
NV,32029,858642,Storey County,680960552,1872364,262.92,0.723,39.438385,-119.524646
NV,32031,858608,Washoe County,16323051686,621198199,6302.366,239.846,40.703311,-119.710315
NV,32033,858615,White Pine County,22987820587,54678887,8875.648,21.112,39.417804,-114.900945
NV,32510,863219,Carson City,374672985,32587486,144.662,12.582,39.153447,-119.743442
NH,33001,873174,Belknap County,1036596332,177025146,400.232,68.35,43.519109,-71.425366
NH,33003,873175,Carroll County,2411436914,158956015,931.061,61.373,43.867567,-71.201665
NH,33005,873176,Cheshire County,1830241632,58115492,706.66,22.439,42.925455,-72.248217
NH,33007,873177,Coos County,4648212655,90777672,1794.685,35.049,44.652419,-71.289383
NH,33009,873178,Grafton County,4425640635,105662058,1708.749,40.796,43.926488,-71.842264
NH,33011,873179,Hillsborough County,2269188527,41636576,876.139,16.076,42.911643,-71.723101
NH,33013,873180,Merrimack County,2419349805,57836323,934.116,22.331,43.299485,-71.68013
NH,33015,873181,Rockingham County,1799316831,260008473,694.72,100.39,42.98936,-71.099437
NH,33017,873182,Strafford County,955640569,38918908,368.975,15.027,43.293177,-71.035927
NH,33019,873183,Sullivan County,1391635377,38022493,537.313,14.681,43.361188,-72.222084
NJ,34001,882270,Atlantic County,1439267859,300755451,555.704,116.122,39.469354,-74.633758
NJ,34003,882271,Bergen County,603490137,35385294,233.009,13.662,40.95909,-74.074522
NJ,34005,882272,Burlington County,2068303255,55068519,798.576,21.262,39.875786,-74.663006
NJ,34007,882273,Camden County,573067842,15616906,221.263,6.03,39.802352,-74.961251
NJ,34009,882274,Cape May County,651187425,955684066,251.425,368.992,39.086142,-74.847716
NJ,34011,882275,Cumberland County,1252784157,502245900,483.703,193.918,39.328387,-75.121644
NJ,34013,882276,Essex County,326888224,8854094,126.212,3.419,40.787216,-74.246136
NJ,34015,882277,Gloucester County,833989655,39296178,322.005,15.172,39.721019,-75.143708
NJ,34017,882278,Hudson County,119634159,41755598,46.191,16.122,40.731384,-74.078627
NJ,34019,882228,Hunterdon County,1108046234,24910908,427.819,9.618,40.565283,-74.911969
NJ,34021,882229,Mercer County,581601212,11217700,224.557,4.331,40.282503,-74.703724
NJ,34023,882230,Middlesex County,800083087,36034482,308.914,13.913,40.439593,-74.407585
NJ,34025,882910,Monmouth County,1214167244,509002211,468.793,196.527,40.287056,-74.152446
NJ,34027,882231,Morris County,1191852367,55550237,460.177,21.448,40.858581,-74.547427
NJ,34029,882279,Ocean County,1628534966,742342470,628.781,286.62,39.86585,-74.263027
NJ,34031,882232,Passaic County,478093122,32407089,184.593,12.512,41.033763,-74.300307
NJ,34033,882233,Salem County,859613601,104713321,331.899,40.43,39.573828,-75.357356
NJ,34035,882234,Somerset County,781692692,7883404,301.813,3.044,40.565522,-74.61993
NJ,34037,882236,Sussex County,1344239274,43327484,519.014,16.729,41.137424,-74.691855
NJ,34039,882235,Union County,266393116,6595128,102.855,2.546,40.659871,-74.308696
NJ,34041,882237,Warren County,924412063,15383769,356.918,5.94,40.853524,-75.009542
NM,35001,1702363,Bernalillo County,3006530549,16471335,1160.828,6.36,35.054002,-106.669064
NM,35003,929108,Catron County,17932273698,14194494,6923.69,5.481,33.901813,-108.392097
NM,35005,1702364,Chaves County,15708988921,25507475,6065.275,9.848,33.361604,-104.469837
NM,35006,933051,Cibola County,11757199036,5829909,4539.48,2.251,34.93205,-108.000255
NM,35007,929117,Colfax County,9733329419,26318644,3758.06,10.162,36.612962,-104.640126
NM,35009,933053,Curry County,3638407189,8174297,1404.797,3.156,34.572984,-103.346055
NM,35011,933054,De Baca County,6015566556,29159790,2322.623,11.259,34.351429,-104.401527
NM,35013,929109,Doña Ana County,9861408558,17789635,3807.511,6.869,32.350912,-106.832182
NM,35015,936829,Eddy County,10815079253,56452500,4175.726,21.796,32.457858,-104.306471
NM,35017,915980,Grant County,10260561575,15349532,3961.625,5.926,32.732087,-108.381504
NM,35019,929111,Guadalupe County,7848912419,2887727,3030.482,1.115,34.869782,-104.784968
NM,35021,933055,Harding County,5504869120,1154341,2125.442,0.446,35.863152,-103.829931
NM,35023,929106,Hidalgo County,8901429611,23652107,3436.861,9.132,31.899658,-108.745729
NM,35025,1702365,Lea County,11372460346,8468799,4390.932,3.27,32.795687,-103.413271
NM,35027,929116,Lincoln County,12512467751,564272,4831.091,0.218,33.740941,-105.449083
NM,35028,1702366,Los Alamos County,282740301,229940,109.167,0.089,35.870047,-106.307968
NM,35029,933057,Luna County,7679802477,431981,2965.188,0.167,32.184482,-107.746639
NM,35031,929107,McKinley County,14114940579,14160591,5449.809,5.467,35.573732,-108.255307
NM,35033,1702367,Mora County,5001977314,6079125,1931.274,2.347,35.982841,-104.921898
NM,35035,929104,Otero County,17128132348,37018891,6613.209,14.293,32.588776,-105.781079
NM,35037,929110,Quay County,7444529760,18734854,2874.349,7.234,35.107018,-103.548071
NM,35039,1702368,Rio Arriba County,15179497392,91459754,5860.837,35.313,36.509669,-106.693983
NM,35041,1702369,Roosevelt County,6338816708,18703928,2447.431,7.222,34.021457,-103.482725
NM,35043,929113,Sandoval County,9610539961,13708090,3710.65,5.293,35.685073,-106.882618
NM,35045,936844,San Juan County,14278776370,65673845,5513.067,25.357,36.511624,-108.324578
NM,35047,929114,San Miguel County,12213918594,51380222,4715.821,19.838,35.476876,-104.803515
NM,35049,933322,Santa Fe County,4945359181,3774631,1909.414,1.457,35.513722,-105.966441
NM,35051,1702370,Sierra County,10823447042,148324021,4178.956,57.268,33.119479,-107.188161
NM,35053,1702371,Socorro County,17214817782,5360180,6646.679,2.07,33.991614,-106.939003
NM,35055,933056,Taos County,5706029510,3385868,2203.11,1.307,36.576529,-105.637986
NM,35057,929112,Torrance County,8663108604,2301144,3344.845,0.888,34.634644,-105.846836
NM,35059,929115,Union County,9903449966,18468287,3823.744,7.131,36.488085,-103.475723
NM,35061,933052,Valencia County,2761380350,5489464,1066.175,2.119,34.71684,-106.806582
NY,36001,974099,Albany County,1354056384,27189291,522.804,10.498,42.588271,-73.974014
NY,36003,974100,Allegany County,2665894548,13153777,1029.308,5.079,42.247894,-78.026176
NY,36005,974101,Bronx County,109028908,39838229,42.096,15.382,40.848711,-73.852939
NY,36007,974102,Broome County,1827925580,25248569,705.766,9.749,42.161977,-75.830291
NY,36009,974103,Cattaraugus County,3388612085,36610366,1308.35,14.135,42.244853,-78.681005
NY,36011,974104,Cayuga County,1791189978,445707605,691.582,172.089,43.008546,-76.574587
NY,36013,974105,Chautauqua County,2745973829,1139483300,1060.226,439.957,42.304216,-79.407595
NY,36015,974106,Chemung County,1055035677,8877179,407.352,3.427,42.155281,-76.747179
NY,36017,974107,Chenango County,2314279661,13161203,893.548,5.082,42.489732,-75.604905
NY,36019,974108,Clinton County,2688025469,206355454,1037.852,79.674,44.75271,-73.705648
NY,36021,974109,Columbia County,1643879273,35121043,634.705,13.56,42.247729,-73.626805
NY,36023,974110,Cortland County,1291782573,7144297,498.76,2.758,42.593824,-76.076265
NY,36025,974111,Delaware County,3735902531,64765808,1442.44,25.006,42.193986,-74.966728
NY,36027,974112,Dutchess County,2060671707,76968747,795.63,29.718,41.755008,-73.739951
NY,36029,974113,Erie County,2700563452,476973805,1042.693,184.161,42.752759,-78.778192
NY,36031,974114,Essex County,4647029522,315977756,1794.228,122,44.108971,-73.777573
NY,36033,974115,Franklin County,4219398044,177032265,1629.119,68.353,44.594374,-74.31067
NY,36035,974116,Fulton County,1283258864,96893251,495.469,37.411,43.115609,-74.423678
NY,36037,974117,Genesee County,1276697637,6142600,492.936,2.372,43.00091,-78.192778
NY,36039,974118,Greene County,1676140222,28201066,647.161,10.888,42.286951,-74.149495
NY,36041,974119,Hamilton County,4447975965,234214069,1717.373,90.431,43.657879,-74.502456
NY,36043,974120,Herkimer County,3655689412,120400469,1411.47,46.487,43.461635,-74.894694
NY,36045,974121,Jefferson County,3285632368,1524548726,1268.59,588.632,43.995371,-76.053522
NY,36047,974122,Kings County,183412016,67602622,70.816,26.102,40.635133,-73.950777
NY,36049,974123,Lewis County,3301404174,39580834,1274.679,15.282,43.786397,-75.442617
NY,36051,974124,Livingston County,1636257346,22005748,631.763,8.496,42.727485,-77.769779
NY,36053,974125,Madison County,1696033233,16681306,654.842,6.441,42.910026,-75.663575
NY,36055,974126,Monroe County,1702154292,1837658838,657.205,709.524,43.464475,-77.664656
NY,36057,974127,Montgomery County,1043875858,18939233,403.043,7.312,42.900891,-74.435357
NY,36059,974128,Nassau County,737411094,436460605,284.716,168.518,40.729687,-73.589384
NY,36061,974129,New York County,59126033,27873331,22.829,10.762,40.776557,-73.970174
NY,36063,974130,Niagara County,1352903595,1598826734,522.359,617.31,43.456731,-78.792142
NY,36065,974131,Oneida County,3140175831,117138182,1212.429,45.227,43.242727,-75.434282
NY,36067,974132,Onondaga County,2016019983,70521368,778.39,27.228,43.00653,-76.196117
NY,36069,974133,Ontario County,1668121832,47814148,644.065,18.461,42.856695,-77.303277
NY,36071,974134,Orange County,2102256780,69822194,811.686,26.959,41.40241,-74.306252
NY,36073,974135,Orleans County,1013357365,1103755920,391.259,426.163,43.502287,-78.229726
NY,36075,974136,Oswego County,2464761256,933517775,951.65,360.433,43.461443,-76.209258
NY,36077,974137,Otsego County,2594391877,36393713,1001.7,14.052,42.629776,-75.028841
NY,36079,974138,Putnam County,596504166,41282767,230.312,15.939,41.427904,-73.743882
NY,36081,974139,Queens County,281096933,180458283,108.532,69.675,40.658557,-73.837929
NY,36083,974140,Rensselaer County,1689789426,33571435,652.431,12.962,42.710421,-73.513845
NY,36085,974141,Richmond County,151178512,113754972,58.37,43.921,40.563855,-74.137063
NY,36087,974142,Rockland County,449492975,66800379,173.55,25.792,41.154785,-74.024772
NY,36089,977309,St. Lawrence County,6942144728,365348866,2680.377,141.062,44.488112,-75.074311
NY,36091,974143,Saratoga County,2097849013,87603331,809.984,33.824,43.106135,-73.855387
NY,36093,974144,Schenectady County,529693619,12614136,204.516,4.87,42.817542,-74.043583
NY,36095,974145,Schoharie County,1610503950,11676842,621.819,4.508,42.591294,-74.438172
NY,36097,974146,Schuyler County,850379456,36246347,328.333,13.995,42.419776,-76.938604
NY,36099,974147,Seneca County,838393327,172838984,323.705,66.734,42.782294,-76.827088
NY,36101,974148,Steuben County,3601531651,35027245,1390.559,13.524,42.266725,-77.385525
NY,36103,974149,Suffolk County,2362201496,3784184893,912.051,1461.082,40.943554,-72.692218
NY,36105,974150,Sullivan County,2507450206,74049483,968.132,28.591,41.720176,-74.76468
NY,36107,974151,Tioga County,1343172320,11080489,518.602,4.278,42.178057,-76.29745
NY,36109,974152,Tompkins County,1229334487,43794640,474.649,16.909,42.453281,-76.473712
NY,36111,974153,Ulster County,2911755518,94599622,1124.235,36.525,41.947232,-74.265447
NY,36113,974154,Warren County,2245395916,167449107,866.952,64.652,43.555105,-73.838139
NY,36115,974155,Washington County,2152756071,38083243,831.184,14.704,43.312377,-73.439428
NY,36117,974156,Wayne County,1563902765,2018182309,603.826,779.225,43.458758,-77.063164
NY,36119,974157,Westchester County,1114982482,179999078,430.497,69.498,41.15277,-73.745912
NY,36121,974158,Wyoming County,1535205959,9171431,592.746,3.541,42.701363,-78.228567
NY,36123,974159,Yates County,875785717,97504792,338.143,37.647,42.638237,-77.104324
NC,37001,1008531,Alamance County,1098007863,27957457,423.943,10.794,36.041974,-79.399935
NC,37003,1008532,Alexander County,673381461,9469976,259.994,3.656,35.920951,-81.177467
NC,37005,1008533,Alleghany County,608801116,3854920,235.059,1.488,36.489356,-81.132299
NC,37007,1008534,Anson County,1376453053,14612923,531.452,5.642,34.974996,-80.109959
NC,37009,1008535,Ashe County,1103683753,8117340,426.135,3.134,36.436305,-81.49877
NC,37011,1008536,Avery County,639951854,367329,247.087,0.142,36.072894,-81.920363
NC,37013,1026333,Beaufort County,2142417945,339348344,827.192,131.023,35.482313,-76.842014
NC,37015,1026334,Bertie County,1811100404,108725316,699.27,41.979,36.06133,-76.962367
NC,37017,1026336,Bladen County,2264498846,33230362,874.328,12.83,34.591948,-78.539513
NC,37019,1026340,Brunswick County,2193650178,525380745,846.973,202.851,34.038708,-78.227688
NC,37021,1008538,Buncombe County,1700772614,8984885,656.672,3.469,35.609371,-82.530426
NC,37023,1008539,Burke County,1313381247,20658001,507.099,7.976,35.746182,-81.70618
NC,37025,1008540,Cabarrus County,936925455,7033038,361.749,2.715,35.387845,-80.552868
NC,37027,1008541,Caldwell County,1221349765,7115682,471.566,2.747,35.957857,-81.530076
NC,37029,1026335,Camden County,623038021,180412363,240.556,69.658,36.342344,-76.162488
NC,37031,1026337,Carteret County,1311185243,2161018307,506.251,834.374,34.858313,-76.526967
NC,37033,1008542,Caswell County,1100542142,8625089,424.922,3.33,36.393097,-79.332546
NC,37035,1008543,Catawba County,1032683744,38057078,398.721,14.694,35.663182,-81.214151
NC,37037,1008544,Chatham County,1766851529,71603066,682.185,27.646,35.704994,-79.251454
NC,37039,1008545,Cherokee County,1179547136,29262798,455.426,11.298,35.136233,-84.061308
NC,37041,1025822,Chowan County,446702391,157536111,172.473,60.825,36.127288,-76.60207
NC,37043,1008546,Clay County,556201310,15223554,214.751,5.878,35.052997,-83.752264
NC,37045,1008547,Cleveland County,1202408392,10356247,464.252,3.999,35.33463,-81.557114
NC,37047,1026339,Columbus County,2427578082,42338295,937.293,16.347,34.260471,-78.636378
NC,37049,1026123,Craven County,1836191667,168876517,708.958,65.204,35.118179,-77.082541
NC,37051,1026124,Cumberland County,1689487711,15675494,652.315,6.052,35.050192,-78.828719
NC,37053,1026125,Currituck County,678194049,685673954,261.852,264.74,36.372174,-75.941224
NC,37055,1026133,Dare County,993052150,3053969840,383.42,1179.144,35.606269,-75.767536
NC,37057,1008548,Davidson County,1431421129,37148773,552.675,14.343,35.795123,-80.206525
NC,37059,1008549,Davie County,684029311,7726765,264.105,2.983,35.929356,-80.542542
NC,37061,1026132,Duplin County,2113998631,14128054,816.219,5.455,34.934403,-77.933543
NC,37063,1008550,Durham County,740672748,30797770,285.975,11.891,36.036589,-78.877919
NC,37065,1008551,Edgecombe County,1308814792,3402234,505.336,1.314,35.917055,-77.602655
NC,37067,1008552,Forsyth County,1057097245,11781201,408.148,4.549,36.131667,-80.257289
NC,37069,1008553,Franklin County,1273451203,7294554,491.682,2.816,36.088241,-78.28309
NC,37071,1008554,Gaston County,922106205,20913349,356.027,8.075,35.293344,-81.177256
NC,37073,1026126,Gates County,881747682,13578050,340.445,5.243,36.442135,-76.702355
NC,37075,1008555,Graham County,756481641,24828214,292.079,9.586,35.348111,-83.830909
NC,37077,1008556,Granville County,1376758990,12765614,531.57,4.929,36.299884,-78.657634
NC,37079,1008557,Greene County,688749236,1222022,265.928,0.472,35.481933,-77.681667
NC,37081,1008558,Guilford County,1672364534,30883952,645.704,11.924,36.079065,-79.788665
NC,37083,1008559,Halifax County,1875375057,18371274,724.086,7.093,36.251438,-77.644842
NC,37085,1008560,Harnett County,1541008895,16360689,594.987,6.317,35.368635,-78.87161
NC,37087,1008561,Haywood County,1434055217,2416649,553.692,0.933,35.557097,-82.972807
NC,37089,1008562,Henderson County,966241824,5602486,373.068,2.163,35.336424,-82.479634
NC,37091,1026127,Hertford County,914421664,18891664,353.06,7.294,36.363517,-76.981616
NC,37093,1008563,Hoke County,1012022108,4019951,390.744,1.552,35.017233,-79.241964
NC,37095,1008564,Hyde County,1586884785,2101324125,612.7,811.326,35.408157,-76.153687
NC,37097,1008565,Iredell County,1486221270,59749281,573.833,23.069,35.806356,-80.874545
NC,37099,1008566,Jackson County,1271048658,9815952,490.755,3.79,35.286463,-83.130641
NC,37101,1026327,Johnston County,2049455206,10890982,791.299,4.205,35.513405,-78.367267
NC,37103,1026338,Jones County,1219128858,6493576,470.708,2.507,35.03216,-77.356443
NC,37105,1008567,Lee County,660341698,10576667,254.959,4.084,35.476075,-79.17222
NC,37107,1008568,Lenoir County,1037527054,5768474,400.591,2.227,35.238062,-77.639023
NC,37109,1008569,Lincoln County,771655597,23577093,297.938,9.103,35.487825,-81.225176
NC,37111,1025836,McDowell County,1141169175,13956758,440.608,5.389,35.682232,-82.048029
NC,37113,1025833,Macon County,1335290241,10694329,515.558,4.129,35.152959,-83.421901
NC,37115,1025834,Madison County,1164379747,4836699,449.57,1.867,35.86408,-82.712731
NC,37117,1026328,Martin County,1194547357,754236,461.217,0.291,35.841059,-77.112867
NC,37119,1008570,Mecklenburg County,1356745512,57153194,523.842,22.067,35.246862,-80.833832
NC,37121,1008571,Mitchell County,573487628,1714316,221.425,0.662,36.013102,-82.163554
NC,37123,1008572,Montgomery County,1273651813,25988964,491.76,10.034,35.338071,-79.904196
NC,37125,1008573,Moore County,1807404472,20746101,697.843,8.01,35.310163,-79.480664
NC,37127,1008574,Nash County,1399646368,6118092,540.407,2.362,35.965945,-77.987555
NC,37129,1026329,New Hanover County,496071702,353971012,191.534,136.669,34.177466,-77.871378
NC,37131,1008575,Northampton County,1389757849,36301273,536.589,14.016,36.421774,-77.398352
NC,37133,1026341,Onslow County,1975496912,370806698,762.744,143.169,34.76346,-77.503297
NC,37135,1008576,Orange County,1030705790,8986425,397.958,3.47,36.062499,-79.119355
NC,37137,1023355,Pamlico County,871627408,596248407,336.537,230.213,35.147462,-76.665069
NC,37139,1026330,Pasquotank County,587616860,162021054,226.88,62.557,36.265276,-76.260355
NC,37141,1026129,Pender County,2252758539,163145775,869.795,62.991,34.51258,-77.888029
NC,37143,1025841,Perquimans County,639957337,212061101,247.089,81.877,36.17826,-76.404269
NC,37145,1008577,Person County,1016108548,30450439,392.322,11.757,36.386387,-78.96547
NC,37147,1008578,Pitt County,1688606138,7382149,651.975,2.85,35.591065,-77.372404
NC,37149,1008579,Polk County,615871126,1932284,237.789,0.746,35.278928,-82.167667
NC,37151,1008580,Randolph County,2026710821,17696116,782.517,6.833,35.709915,-79.806215
NC,37153,1008581,Richmond County,1227191624,15790811,473.821,6.097,35.001957,-79.747809
NC,37155,1026130,Robeson County,2458470383,4574244,949.221,1.766,34.63921,-79.100881
NC,37157,1008582,Rockingham County,1464770304,18529683,565.551,7.154,36.380927,-79.782889
NC,37159,1008583,Rowan County,1324451332,31989769,511.374,12.351,35.639218,-80.525344
NC,37161,1008584,Rutherford County,1461144059,4399859,564.151,1.699,35.402747,-81.919583
NC,37163,1026131,Sampson County,2446865522,4805674,944.74,1.855,34.990574,-78.371382
NC,37165,1008585,Scotland County,825803818,3831577,318.845,1.479,34.840023,-79.477337
NC,37167,1025844,Stanly County,1023267267,25262146,395.086,9.754,35.310523,-80.254355
NC,37169,1008586,Stokes County,1162535003,17539406,448.857,6.772,36.404195,-80.239271
NC,37171,1008587,Surry County,1378304182,10715854,532.166,4.137,36.415416,-80.686463
NC,37173,1008588,Swain County,1367504099,32758423,527.996,12.648,35.568849,-83.465614
NC,37175,1008589,Transylvania County,980383414,5140678,378.528,1.985,35.210095,-82.816696
NC,37177,1026332,Tyrrell County,1007595142,531422526,389.035,205.183,35.87042,-76.165345
NC,37179,1008590,Union County,1635630037,20736444,631.52,8.006,34.991501,-80.530131
NC,37181,1008591,Vance County,656606884,42223392,253.517,16.303,36.365481,-78.405434
NC,37183,1008592,Wake County,2163206258,57246693,835.219,22.103,35.789846,-78.650624
NC,37185,1008593,Warren County,1109696231,39641663,428.456,15.306,36.397978,-78.099924
NC,37187,1026331,Washington County,901664508,196093080,348.135,75.712,35.844589,-76.572334
NC,37189,1008594,Watauga County,809515805,2322130,312.556,0.897,36.235371,-81.709919
NC,37191,1026128,Wayne County,1432488557,9752596,553.087,3.765,35.362741,-78.004826
NC,37193,1008595,Wilkes County,1953571382,6843251,754.278,2.642,36.209303,-81.165354
NC,37195,1008596,Wilson County,953567109,14395628,368.174,5.558,35.704125,-77.918982
NC,37197,1008597,Yadkin County,867203563,6932224,334.829,2.677,36.158765,-80.665164
NC,37199,1008598,Yancey County,809623022,1458712,312.597,0.563,35.889504,-82.30398
ND,38001,1034210,Adams County,2557922251,2833850,987.619,1.094,46.096815,-102.533198
ND,38003,1034225,Barnes County,3863106624,56593591,1491.554,21.851,46.94255,-98.070195
ND,38005,1034216,Benson County,3596736786,131543448,1388.708,50.789,48.071738,-99.361987
ND,38007,1035616,Billings County,2975515808,11971761,1148.853,4.622,47.009283,-103.364924
ND,38009,1034227,Bottineau County,4321189959,74919452,1668.421,28.927,48.794412,-100.831257
ND,38011,1035619,Bowman County,3009066810,13587996,1161.807,5.246,46.107807,-103.506586
ND,38013,1034235,Burke County,2858226820,65673353,1103.568,25.357,48.786453,-102.520087
ND,38015,1035614,Burleigh County,4228552194,92317493,1632.653,35.644,46.971843,-100.462001
ND,38017,1034226,Cass County,4571166077,7672824,1764.937,2.962,46.927003,-97.252375
ND,38019,1035304,Cavalier County,3855846875,54931561,1488.751,21.209,48.768439,-98.46379
ND,38021,1035622,Dickey County,2930494938,27610559,1131.47,10.66,46.107756,-98.496518
ND,38023,1034234,Divide County,3265421252,86617715,1260.786,33.443,48.818142,-103.497653
ND,38025,1035623,Dunn County,5201886375,190579197,2008.46,73.583,47.35461,-102.612365
ND,38027,1034222,Eddy County,1632134239,36114074,630.171,13.944,47.723436,-98.900474
ND,38029,1035615,Emmons County,3912008054,115480694,1510.435,44.587,46.284255,-100.237842
ND,38031,1034223,Foster County,1645814578,29450851,635.453,11.371,47.464327,-98.872817
ND,38033,1035617,Golden Valley County,2592024347,4147539,1000.786,1.601,46.938924,-103.844612
ND,38035,1034218,Grand Forks County,3720196548,8098075,1436.376,3.127,47.926003,-97.450851
ND,38037,1035300,Grant County,4297150375,17563260,1659.139,6.781,46.357827,-101.639049
ND,38039,1034219,Griggs County,1835821650,19759408,708.815,7.629,47.463463,-98.232444
ND,38041,1034209,Hettinger County,2932439374,4036933,1132.221,1.559,46.434939,-102.458385
ND,38043,1034206,Kidder County,3499563866,211662138,1351.189,81.723,46.935385,-99.742727
ND,38045,1035621,LaMoure County,2967978523,12813384,1145.943,4.947,46.464195,-98.526057
ND,38047,1035620,Logan County,2571385626,47715595,992.818,18.423,46.469278,-99.504585
ND,38049,1035305,McHenry County,4853519308,97354626,1873.954,37.589,48.233842,-100.633267
ND,38051,1034211,McIntosh County,2524546555,51817666,974.733,20.007,46.117034,-99.443041
ND,38053,1035299,McKenzie County,7149203878,260170373,2760.323,100.452,47.742475,-103.403215
ND,38055,1034232,McLean County,5467142997,562391654,2110.876,217.141,47.653055,-101.421794
ND,38057,1034233,Mercer County,2701246664,180092152,1042.957,69.534,47.303279,-101.820765
ND,38059,1034207,Morton County,4989016959,49666838,1926.27,19.176,46.713789,-101.279743
ND,38061,1035307,Mountrail County,4727500245,301140196,1825.298,116.271,48.210291,-102.364756
ND,38063,1034217,Nelson County,2542784509,70037095,981.775,27.041,47.918667,-98.204428
ND,38065,1034205,Oliver County,1871293986,22476269,722.511,8.678,47.118079,-101.33142
ND,38067,1034212,Pembina County,2897404213,6996073,1118.694,2.701,48.766896,-97.545405
ND,38069,1034230,Pierce County,2638162604,165070762,1018.6,63.734,48.238883,-99.966497
ND,38071,1034215,Ramsey County,3073936800,295415855,1186.854,114.061,48.265551,-98.737329
ND,38073,1035301,Ransom County,2233494202,3581125,862.357,1.383,46.449276,-97.647554
ND,38075,1034229,Renville County,2271556786,40648335,877.053,15.694,48.712781,-101.658152
ND,38077,1035302,Richland County,3718650537,25035912,1435.779,9.666,46.265219,-96.93796
ND,38079,1034228,Rolette County,2338963694,93918521,903.079,36.262,48.768271,-99.840463
ND,38081,1035303,Sargent County,2223539399,21720498,858.513,8.386,46.108206,-97.63003
ND,38083,1034203,Sheridan County,2518450003,86143155,972.379,33.26,47.581373,-100.341499
ND,38085,1034208,Sioux County,2833691263,88449927,1094.094,34.151,46.109282,-101.047524
ND,38087,1035896,Slope County,3146633069,10978014,1214.922,4.239,46.445834,-103.462462
ND,38089,1035618,Stark County,3456948249,14135800,1334.735,5.458,46.817031,-102.662026
ND,38091,1034220,Steele County,1844629354,8414336,712.215,3.249,47.458288,-97.718895
ND,38093,1034224,Stutsman County,5754239519,197315065,2221.724,76.184,46.971103,-98.957592
ND,38095,1034213,Towner County,2653599962,43818735,1024.561,16.919,48.682183,-99.248158
ND,38097,1034221,Traill County,2232438235,1462184,861.949,0.565,47.446215,-97.164754
ND,38099,1034214,Walsh County,3320186385,31504314,1281.931,12.164,48.376979,-97.72223
ND,38101,1034231,Ward County,5214369294,110541959,2013.279,42.68,48.216686,-101.540537
ND,38103,1034204,Wells County,3291995693,50053244,1271.047,19.326,47.580851,-99.671502
ND,38105,1035306,Williams County,5380444836,182522864,2077.401,70.472,48.345867,-103.4874
OH,39001,1074014,Adams County,1512208946,6165954,583.867,2.381,38.841681,-83.474173
OH,39003,1074015,Allen County,1042458893,11275149,402.496,4.353,40.771528,-84.106546
OH,39005,1074016,Ashland County,1095434931,9969455,422.95,3.849,40.843274,-82.270121
OH,39007,1074017,Ashtabula County,1817993244,1724857052,701.931,665.971,41.906644,-80.745641
OH,39009,1074018,Athens County,1304313482,12542538,503.598,4.843,39.333848,-82.046008
OH,39011,1074019,Auglaize County,1039585234,1345187,401.386,0.519,40.561309,-84.224018
OH,39013,1065575,Belmont County,1378206525,23685679,532.129,9.145,40.017682,-80.967727
OH,39015,1074020,Brown County,1269135535,8898059,490.016,3.436,38.931377,-83.866772
